"game_id","name","max_players","playtime","min_age","min_players","age_of_game","users_rated","rating","CardGame","Wargame","Fantasy","Fighting","Economic","Science.Fiction","Dice","Party.Game","AbstractStrategy","Childrens.Game","WorldWarII","Bluffing","Humor","Animals","Adventure","Medieval","Action.Dexterity","Deduction","Movies.TV.Radiotheme","Miniatures"
70918,"Hanabi & Ikebana",5,25,8,2,12,608,7.51719,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
70919,"Takenoko",4,45,8,2,11,19888,7.35247,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
71021,"Evolution: The Origin of Species",4,60,12,2,12,1395,6.36255,"Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
71061,"DungeonQuest (third edition)",4,90,13,1,12,2793,6.66468,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
71074,"Expedition: Northwest Passage",4,60,14,2,12,1191,7.10606,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71099,"Ingenious Challenges",4,30,14,2,12,408,5.90292,"Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
71272,"Hornet",5,45,10,2,12,478,6.28368,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
71402,"CUPONK",0,15,6,1,12,85,5.27161,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
71569,"Kuni Tori!",6,45,12,2,12,55,6.95727,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71593,"Charon Inc.",5,60,13,2,12,467,6.36906,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71655,"Wok Star",4,60,10,1,12,913,6.85664,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71668,"After Pablo",4,120,17,2,12,153,7.41941,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71671,"Yggdrasil",6,90,13,1,11,3088,7.0878,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71676,"Back to the Future: The Card Game",6,20,11,2,12,997,5.84867,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
71721,"Space Hulk: Death Angel – The Card Game",6,30,13,1,12,9634,6.98634,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71836,"Onirim",2,15,8,1,12,3875,6.74648,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71837,"The Hunger Games: Training Days",6,0,14,2,12,108,5.25602,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71882,"Conquest of Planet Earth: The Space Alien Game",4,60,12,1,12,1374,6.96431,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
71886,"Na Grunwald: rycerze króla Jagiełły",4,60,10,2,12,159,6.70598,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
71906,"Castaways",4,120,12,1,9,1413,7.14324,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
71956,"Ports of Europe: Antwerpen",4,60,8,2,12,85,6.38059,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
71973,"Crows",4,45,10,2,12,537,6.41883,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
72125,"Eclipse",6,200,14,2,11,20285,8.01311,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72131,"Caravelas",4,75,8,2,12,285,5.94663,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
72132,"Dragon Rampage",5,120,13,3,10,466,6.48455,"No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
72204,"Alien Uprising",5,90,13,1,8,237,6.34684,"No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
72225,"CO₂",5,120,12,1,10,2926,7.26641,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72242,"Bridgetown Races",4,60,13,2,12,108,6.24611,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72269,"Toscana",5,45,10,2,12,177,6.36638,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72285,"Totemo",4,30,6,2,12,163,6.78098,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No"
72287,"Mr. Jack Pocket",2,15,14,2,12,5131,7.00957,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
72298,"Le Lion et l'Epée",2,0,0,2,12,67,7.52925,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
72321,"The Networks",5,90,13,1,6,1536,7.44749,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
72373,"R-Eco Recycle",4,10,6,2,12,53,6.02377,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
72420,"Braggart",6,30,10,2,12,668,6.47425,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
72448,"Trivial Pursuit: Bet You Know It",6,60,16,2,12,391,5.97681,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
72460,"Into the Bastards!: First tank battle",2,0,0,2,11,63,7.38175,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72478,"Trollhalla",4,60,8,2,11,367,6.72797,"No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
72482,"Heroes of Graxia",6,60,10,2,12,399,5.56835,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
72535,"Exile Sun",6,180,14,2,10,128,5.69883,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72622,"Rattenkrieg",1,20,13,1,12,85,5.64294,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
72644,"Perplexus",1,0,6,1,21,278,7.07257,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
72667,"Mijnlieff",2,10,6,2,12,309,7.30621,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
72766,"SmileyFace",8,30,8,4,12,355,5.66316,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
72799,"Battle for Stalingrad",2,60,0,2,8,109,6.97982,"Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
72800,"RoadZters",4,20,5,1,12,279,6.8414,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No"
72808,"Saustall",4,45,10,2,12,147,6.34061,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
72809,"Barbarossa",5,60,18,2,12,388,6.93652,"Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
72848,"Kill the Overlord",8,45,13,4,10,313,6.10262,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
72941,"Beda Fomm",2,120,0,1,12,89,7.14663,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
72991,"Asara",4,45,9,2,12,2151,7.04631,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
73070,"Olympus",5,120,14,3,12,1182,6.89349,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73171,"Earth Reborn",4,180,13,2,12,2861,7.77709,"No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes"
73228,"Hecho",6,20,8,2,12,101,5.15891,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73245,"Arnhem: The Farthest Bridge",2,60,12,2,12,56,6.15179,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
73313,"Elements",2,20,8,2,12,254,6.99736,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
73316,"Magnum Sal",4,90,10,2,12,1273,7.0539,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
73365,"Papayoo",8,30,7,3,12,81,6.2958,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
73369,"51st State",4,90,10,2,12,2471,6.93461,"Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73439,"Troyes",4,90,12,1,12,11200,7.75823,"No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
73472,"Pirates vs. Dinosaurs",6,90,11,2,9,204,6.24192,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
73538,"Pirate Fluxx",6,40,8,2,11,1800,6.20716,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73543,"Tadaaam!",9,30,8,4,12,125,6.4308,"No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
73650,"Porto Carthago",5,90,12,3,12,228,6.36075,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73655,"Expedition Sumatra",4,45,8,2,12,126,6.21746,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
73664,"Cabo",5,30,8,2,12,300,6.7557,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73761,"K2",5,60,13,1,12,6449,7.14236,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73863,"Grimoire",5,30,12,2,12,1173,6.47457,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
73960,"Red Poppies: WWI Tactics",2,0,0,2,12,68,7.46618,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
74102,"Der Pate",4,60,12,2,12,323,6.28166,"No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
74233,"Fictionaire",7,20,10,4,12,192,6.19271,"No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
74390,"Rolling Freight",5,180,13,2,10,644,6.90311,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
74408,"Warhammer Fantasy Battle: The Island of Blood",2,180,8,2,12,177,6.84915,"No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
74596,"Flash Point",6,30,12,1,12,63,6.86111,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
74936,"War Cards",4,45,10,3,12,61,5.29918,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
74987,"Got It!",8,20,6,2,12,61,6.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75091,"Norenberc",5,90,12,2,12,936,6.85141,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
75165,"De Vulgari Eloquentia",5,120,14,2,12,1532,7.30411,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
75212,"Grand Cru",5,90,12,2,12,971,6.84855,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75223,"Utopia Engine",1,60,0,1,12,426,6.85455,"No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
75333,"Target Earth",4,90,12,1,12,292,6.74247,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75358,"Paris Connection",6,30,8,3,12,1605,6.80333,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75360,"Texas & Pacific",6,60,0,2,12,115,6.8,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75382,"Karnaxis",6,60,12,1,12,81,6.38704,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75441,"Master of Economy",4,120,14,2,12,153,6.70098,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75448,"Tanto Cuore: Romantic Vacation",4,30,12,2,12,279,7.59857,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75449,"Firenze",4,60,12,2,12,1649,7.29509,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75476,"Inca Empire",4,120,12,3,12,1288,7.09112,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75529,"Bhazum",2,30,0,2,12,57,6.80702,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75547,"Shipwrights of the North Sea",5,60,10,2,8,621,6.66068,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
75674,"Julian: Triumph Before the Storm",2,240,12,1,12,51,7.29412,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75782,"The Phantom League",6,90,12,2,12,270,6.51519,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75789,"Mai-Star",6,30,14,3,12,808,6.55859,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75809,"Pocket Pro Golf",4,30,10,1,12,51,6.83137,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
75828,"The Thing",4,45,18,2,12,151,7.19053,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No"
75890,"Spartacus Imperator",2,90,10,1,11,59,7.55508,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
75957,"Slither",2,40,10,2,12,58,8.05483,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
75991,"Sorry! Spin",4,30,6,2,12,65,4.58615,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
76065,"Pictionary Card Game",2,20,8,2,13,108,5.58825,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76150,"Revolver",2,45,12,2,11,1177,6.95192,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76203,"RRR",2,15,10,2,12,139,6.7795,"No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
76207,"Blockade Runner",6,90,12,2,12,204,6.7399,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76247,"Eaten by Zombies!",4,30,8,2,11,1070,5.94169,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76319,"Unusual Suspects",4,10,8,2,13,51,4.62745,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
76417,"Poseidon",5,120,12,2,12,965,7.06648,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76436,"Bismarck (second edition)",2,240,0,2,42,132,6.89182,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
76442,"Those Pesky Humans!",4,90,13,2,13,133,5.96323,"No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes"
76443,"Legitimacy",6,30,10,2,13,83,5.5747,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
76447,"Five Fingered Severance",6,60,13,3,11,136,5.7961,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
76487,"Tricked-Out Hero",6,60,10,2,8,56,6.46982,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76546,"Expedition: Congo River 1884",4,60,10,2,10,103,5.48544,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
76668,"Diary of a Wimpy Kid: Cheese Touch",6,40,8,3,12,53,4.81247,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No"
76674,"String Railway",5,30,8,2,13,1510,6.43734,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76681,"The Kingdoms of Crusaders",2,30,12,2,15,116,5.95681,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76684,"Launch Pad",4,45,10,2,12,157,5.68854,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
76728,"Freeze",10,30,12,4,12,86,7.15349,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
76810,"Last Call: The Bartender Game",6,20,12,2,12,237,6.26413,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
76883,"Khan",4,60,10,2,12,306,6.33611,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
76920,"Orient Bazaar",4,10,7,2,12,55,6.30182,"No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
77011,"For Crown & Kingdom",4,60,14,2,6,112,6.9308,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No"
77034,"Cat & Chocolate",6,20,8,3,12,188,5.99761,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
77076,"Loch Ness",5,20,4,2,12,203,6.00882,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
77130,"Sid Meier's Civilization: The Board Game",4,240,13,2,12,11366,7.50935,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
77148,"Globalization",6,60,12,2,12,73,5.70753,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
77344,"Atlantis Treasure",4,10,8,2,12,81,5.62593,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
77361,"Photo Party",15,20,8,6,12,95,6.59579,"No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
77423,"The Lord of the Rings: The Card Game",2,60,13,1,11,14834,7.64522,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
77548,"Arkham Express",4,10,10,1,12,50,5.515,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
77596,"The Enigma of Leonardo",4,40,8,2,15,79,4.7962,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
78247,"Campos",4,30,8,2,12,80,5.73138,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
78647,"Lexigo",4,20,10,2,12,50,5.874,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
78733,"Key Market",4,90,12,2,12,610,7.42229,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
78954,"Mousquetaires du Roy",5,75,12,1,12,729,6.93941,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
79067,"Hex Hex XL",6,20,14,3,12,289,6.81146,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
79068,"Wrong Chemistry",4,30,8,2,10,397,6.08451,"Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No"
79073,"Resident Evil Deck Building Game",4,30,13,1,12,1498,6.52418,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
79127,"Star Trek: Fleet Captains",4,75,14,2,11,2729,7.58165,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes"
79131,"Star Trek: Expeditions",4,60,14,1,11,1296,6.52283,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No"
79216,"Plateau X",4,20,10,2,12,78,5.85064,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
79282,"Era of Inventions",5,90,12,3,12,511,6.10654,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
79312,"Zombie Survival: The Board Game",4,90,13,1,12,254,5.74224,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
79828,"A Few Acres of Snow",2,120,14,2,11,6229,7.44159,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
80006,"Mord im Arosa",6,30,10,2,12,1358,6.62543,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
80296,"Geistertreppe: Das Kartenspiel",5,10,5,2,12,74,5.74899,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
80474,"Busstop: The Boardgame",5,20,9,2,12,58,6.42759,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
80503,"Dexter: The Board Game",4,30,17,2,12,66,4.61061,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No"
80642,"Antics!",4,60,10,3,12,503,6.97032,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
80771,"Dungeon Raiders",5,60,8,3,11,1163,6.66759,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
80836,"The Target",12,60,10,4,12,87,5.1546,"Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
80869,"MUNERA: Familia Gladiatoria",4,90,10,2,12,136,6.34743,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
80908,"4 Monkeys",4,20,8,2,12,134,5.76343,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
80933,"Sandwich",6,15,6,3,12,224,6.35339,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
80934,"Cité",4,60,10,3,12,110,6.13682,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
80942,"Ranking",5,45,8,3,12,175,5.52577,"No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No"
80979,"Fortuna",4,60,10,2,11,723,6.57101,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
81250,"Stich-Meister",5,45,10,3,12,345,6.7313,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
81297,"Régents",5,90,12,3,11,79,6.43987,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
81453,"Famiglia",2,30,10,2,12,2482,6.54826,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
81542,"Quest: A Time of Heroes",5,90,10,2,12,220,6.0675,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
81561,"Monkey See Monkey Do",12,20,6,3,12,68,5.82647,"No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No"
81640,"Florenza",5,200,14,2,12,758,7.4966,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
81691,"Lino",2,20,8,2,12,74,6.87824,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
81698,"Total Rumble",12,20,8,2,12,83,6.87,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
81826,"Disaster on Everest",1,60,13,1,12,82,6.59268,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
81850,"Trigger!",8,20,8,3,12,177,6.39548,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No"
82168,"Escape from the Aliens in Outer Space",8,45,13,2,12,1657,6.91001,"No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
82216,"Trivial Pursuit Steal Card Game",6,20,16,2,13,184,5.55299,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82222,"Xia: Legends of a Drift System",5,180,12,3,8,3239,7.81834,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes"
82223,"Feast & Famine",4,45,8,2,12,53,6.18962,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82272,"Railroad Barons",2,45,12,2,12,266,6.29459,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82397,"Genesis",6,60,10,2,12,266,5.80609,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
82402,"Friesematenten",4,45,12,2,12,473,6.31343,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
82420,"Summoner Wars: Guild Dwarves vs Cave Goblins",4,30,9,2,13,2040,7.66347,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82421,"Summoner Wars: Phoenix Elves vs Tundra Orcs",4,30,9,2,13,2195,7.60803,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82424,"Bangkok Klongs",4,60,10,2,12,277,6.30451,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82449,"King's Vineyard",4,45,8,2,12,152,5.46724,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
82572,"Dive! Diver! Die!",5,45,12,3,12,103,6.31942,"No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
82577,"i9n",5,30,10,2,12,50,6.188,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
82610,"Cranium Scribblish",6,20,8,4,13,237,6.28565,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No"
82702,"Funfair",6,30,8,3,12,238,5.93011,"No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
82948,"Konexi",4,0,10,2,12,144,6.28611,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
82955,"1655: Habemus Papam",4,30,10,3,12,392,6.51982,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
82976,"Key West",5,60,12,3,12,89,6.17382,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
