"game_id","name","max_players","playtime","min_age","min_players","age_of_game","users_rated","rating","CardGame","Wargame","Fantasy","Fighting","Economic","Science.Fiction","Dice","Party.Game","AbstractStrategy","Childrens.Game","WorldWarII","Bluffing","Humor","Animals","Adventure","Medieval","Action.Dexterity","Deduction","Movies.TV.Radiotheme","Miniatures"
1053,"Orbit",6,45,12,3,29,59,6.37288,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1066,"Zargos",6,120,12,2,32,116,6.27414,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
1070,"Waldschattenspiel",8,15,6,3,37,360,6.24783,"No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No"
1071,"Aztec",3,30,10,2,27,60,6.515,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1072,"Wat'n dat!?",8,60,10,3,26,182,6.67017,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
1073,"Der Schatz der Inka",6,60,8,2,35,197,4.84417,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
1081,"Die Schlacht der Dinosaurier",4,60,10,2,29,127,6.30472,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1082,"Invers",2,20,7,2,31,92,6.00924,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1087,"Matschig",6,30,8,3,24,84,5.67024,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1094,"Assassin",6,90,10,3,29,239,3.46933,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1095,"Mystery on the Nile",6,30,10,2,26,75,3.74293,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
1096,"Four Real",2,60,10,2,23,51,4.7451,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
1098,"Judge Dredd",6,90,8,2,40,418,6.18213,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1099,"Down Fall",2,30,7,2,52,525,5.4139,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1101,"Flying Carpet",6,20,12,3,35,310,5.82106,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1105,"Titus",4,30,10,2,22,78,5.23718,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1107,"Nyet!",5,30,10,2,25,1286,6.85795,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1110,"Kathai",5,45,10,3,22,163,5.76748,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1111,"Taboo",10,20,12,4,33,7302,6.28096,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
1117,"You're Bluffing!",5,45,10,3,37,2826,6.62998,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
1122,"Dry Gulch",6,150,10,3,23,59,5.46102,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1125,"Big Shot",4,30,10,2,21,375,6.49771,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1126,"Car Wars: The Card Game",6,60,10,2,31,635,5.44024,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1130,"Halali",5,45,14,2,25,87,6.13793,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1132,"Top Secret",4,60,10,2,37,133,5.60602,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
1133,"Organized Crime",4,180,14,2,48,97,5.64072,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1136,"Domain: The Warlock's Challenge",4,120,12,1,31,74,5.40676,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
1138,"Army of Darkness",8,120,12,1,29,89,5.58697,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
1140,"Ballonrennen",5,60,12,2,45,103,5.83495,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1142,"Sabotage",2,30,8,2,37,63,5.77937,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1143,"Warrior Knights",6,180,10,2,37,506,6.62,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
1144,"The Warlock of Firetop Mountain",6,120,10,2,36,571,5.85546,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
1145,"City of Chaos",6,300,12,1,26,182,6.68654,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
1146,"Shadowlord!",4,150,10,2,39,343,5.57059,"No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1147,"Outrage! Steal the Crown Jewels",6,45,8,2,30,237,4.80654,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1149,"Dragon Strike",6,60,10,2,29,560,6.14298,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes"
1150,"Lionheart",2,60,10,2,25,776,5.632,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
1152,"The Mystic Wood",4,60,12,2,42,450,6.49461,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
1155,"Capitol",4,60,10,2,21,1397,6.84151,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1156,"Bram Stoker's Dracula: The Board Game",6,180,12,1,30,52,4.85192,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No"
1157,"Save Doctor Lucky",7,30,10,3,22,1026,5.87646,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1159,"Evo",5,60,14,3,21,4135,6.89611,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
1160,"Boom Town",6,30,10,4,32,150,6.59133,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1161,"Perquackey",6,20,7,2,66,190,5.97714,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
1162,"Burp",4,60,10,2,27,103,5.53884,"No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
1163,"Ciao, Ciao...",4,30,10,2,25,402,5.98167,"No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1167,"Flower Power",6,10,10,2,24,52,6.20288,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1170,"Trick 'r Treat",6,20,8,3,24,176,4.48193,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No"
1171,"Picus",5,10,10,2,26,86,5.73523,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1173,"Millionenspiel",5,45,10,3,40,77,5.93818,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
1174,"Minister",4,60,12,2,47,116,4.78707,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
1177,"Die Ritter von der Haselnuss",4,30,6,2,26,160,5.98413,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
1178,"Sphinx",4,40,8,2,23,156,5.42976,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1184,"Zug nach Westen",4,45,8,2,35,69,5.13913,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1187,"The Fellowship of the Ring",2,240,13,2,39,254,6.09724,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1188,"Chaos Marauders",4,45,10,2,35,459,5.91756,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1189,"The King's War",2,240,12,2,33,81,6.92926,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1190,"Continuo",5,20,4,1,40,353,5.27819,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1193,"The Bottom Line",6,90,10,3,37,61,5.36393,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1194,"Speed Circuit",6,120,12,2,51,990,6.87059,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1197,"Blink",3,10,7,2,27,1557,5.94231,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No"
1198,"SET",20,30,6,1,34,7879,6.48622,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1199,"Hocus Focus",8,10,6,2,24,56,5.04518,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
1202,"The Sorcerer's Cave",4,60,10,1,44,327,6.37095,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1203,"Witch Trial",7,45,10,3,21,617,6.24219,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1205,"Luxor",4,30,9,2,21,190,6.02579,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1206,"Venture",6,45,10,2,53,607,6.48042,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1207,"Big Deal",6,120,12,2,21,110,5.50273,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1208,"1851",5,180,14,3,24,96,6.86198,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1209,"Pax Britannica",7,300,12,4,37,651,6.63579,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1210,"Cults Across America",6,180,12,2,24,361,5.67327,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1211,"Up the River",4,15,6,2,34,181,5.63715,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1212,"Nuclear Proliferation",6,30,10,2,30,702,6.56077,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1213,"Nuclear Escalation",6,30,10,2,39,885,6.59948,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1215,"Monkey Memory",9,10,5,2,22,75,5.57333,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1216,"Mystery Garden",6,30,4,2,33,133,5.13985,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No"
1217,"Secret Labyrinth",4,30,10,2,24,163,4.73067,"No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1218,"Junior Labyrinth",4,15,5,2,27,394,5.6651,"No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1219,"Labyrinth",4,20,8,2,36,6799,6.35745,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1225,"Quest",6,60,12,3,38,121,5.05537,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
1231,"Bausack",8,45,7,2,35,3290,6.88224,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
1232,"Saludos Amigos!",7,60,0,4,26,71,5.45704,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1233,"Facts in Five",5,30,8,1,58,714,6.05311,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
1234,"Once Upon a Time: The Storytelling Card Game",6,30,8,2,29,6204,6.47036,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
1235,"Yellowstone",4,60,8,2,37,195,5.56595,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
1237,"Autoscooter",8,60,10,2,23,192,6.18893,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1240,"Right Turn, Left Turn",8,10,6,2,22,124,5.50161,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1243,"Split Second",6,30,10,3,30,140,6.31571,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
1244,"Meander",2,20,8,2,21,125,6.1596,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
1245,"Isis & Osiris",4,20,7,2,21,752,5.8132,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1246,"Insecta",7,300,12,1,27,133,6.22444,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
1247,"Gangland!",8,60,12,3,26,101,5.66238,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1249,"Safari Jack",4,30,10,2,24,266,5.34699,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1250,"Hacker",6,120,14,2,30,409,5.87479,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1251,"New World",6,240,12,2,32,324,6.03241,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1252,"Pyramidis",4,30,12,2,34,140,5.88536,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1253,"Limits",6,45,8,2,21,518,5.97848,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1254,"Crack the Case",8,60,12,2,29,427,5.85426,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
1256,"Star Wars Episode I: Customizable Card Game",4,45,8,2,23,136,4.64051,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
1257,"Starbase Jeff",4,60,10,2,24,379,6.12359,"Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1258,"Phase 10",6,45,8,2,40,5015,5.10043,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1259,"Pivot",8,30,10,2,24,73,5.18493,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1261,"Medina",4,60,10,3,21,2571,7.07534,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1262,"Axis & Allies: Pacific",3,240,12,2,21,1746,6.65389,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
1263,"Knatsch",6,30,8,2,22,890,5.60681,"Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
1264,"Der Schattendieb",7,30,8,3,21,56,3.97857,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1265,"Mystery Rummy: Jekyll & Hyde",2,45,10,2,21,1144,6.63297,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1267,"Polar Dare!",4,30,8,2,31,103,5.55349,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
1269,"Skip-Bo",6,20,8,2,55,3819,5.34671,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1270,"Star Wars Customizable Card Game",2,60,9,2,27,1983,6.59633,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
1271,"Volltreffer",5,30,10,3,23,58,6.62069,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1275,"221B Baker Street: The Master Detective Game",6,90,10,2,47,1790,5.9552,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
1278,"Dutch InterCity",6,45,12,2,23,89,6.69719,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1288,"Jitters",99,30,10,1,36,142,6.16197,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1289,"Smess: The Ninny's Chess",2,30,8,2,52,326,5.58945,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No"
1291,"Input",2,20,10,2,38,120,5.57083,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1293,"Boggle",8,10,8,1,50,5303,6.18441,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
1295,"Pente",2,30,8,2,45,2311,6.62038,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1297,"Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition",4,90,12,2,24,1233,5.56871,"No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No"
1298,"Monopoly: Star Wars",8,90,8,2,25,1459,4.96676,"No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
1299,"Trivial Pursuit: Genus IV",6,90,15,2,26,855,5.50904,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
1300,"Im Zeichen des Kreuzes",5,90,10,2,21,264,5.93784,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
1301,"Netrunner",2,45,10,2,26,2111,7.46518,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1302,"Cosmic Wimpout",7,20,7,2,47,940,5.91929,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
1304,"Credo",5,60,12,2,29,214,5.76051,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1305,"Ulysses",5,45,8,3,21,134,6.13433,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1306,"Krakatoa",4,45,8,2,39,107,5.5972,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
1307,"Haunted Castle",4,10,5,2,23,76,5.8125,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
1308,"Confusion",5,20,10,2,22,367,5.3648,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
1309,"Die Magier von Pangea",4,60,10,2,21,625,6.22639,"No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1310,"Auf Achse: Das Kartenspiel",5,30,8,2,27,83,5.86988,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1312,"Nur Peanuts!",6,45,8,2,21,220,6.06705,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1313,"1826",6,210,14,2,22,125,7.4528,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1314,"Warhamster Rally",5,45,8,3,21,229,5.77646,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1315,"Africa",5,60,10,2,21,1203,6.00737,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1317,"Auf falscher Fährte",4,30,10,3,21,97,6.50103,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1319,"Magic Hill",5,30,8,2,21,254,6.02421,"Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1321,"Catch the Match",8,15,5,2,27,153,6.19085,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No"
1322,"Chip-Chip Hurra",4,45,6,2,21,105,5.4181,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No"
1323,"Cry Havoc",2,240,12,2,41,583,6.75119,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
1324,"Café International: Das Kartenspiel",5,45,10,2,21,703,5.72467,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1325,"Wild Pirates",5,30,6,2,33,83,5.73133,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1326,"MacGregor",4,30,8,2,24,206,4.97427,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No"
1329,"Hyle",2,45,10,2,43,157,6.72962,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1330,"Savannah Café",4,20,7,2,21,377,5.5092,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No"
1331,"Showdown Yahtzee",4,30,8,2,31,147,5.76939,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
1333,"Boom-O",6,20,7,2,22,516,5.29886,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1334,"Entdecker: Exploring New Horizons",4,90,10,2,21,1743,6.56825,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1335,"Gnadenlos!",4,45,10,3,21,309,5.96579,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1336,"Eden",4,60,10,3,21,170,5.62706,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1337,"Traboulet",2,20,8,2,25,123,6.2752,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1338,"Volldampf",6,90,12,2,21,561,6.86536,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1339,"Dungeon!",8,30,8,1,47,2710,5.93881,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
1341,"Crib Wars",6,90,12,2,25,63,5.96508,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1345,"Genoa",5,120,12,2,21,5456,7.14709,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1346,"Crazy Race",4,30,12,3,21,142,5.78099,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
1348,"Web of Gold",6,120,8,2,35,146,5.73199,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
1350,"Das Amulett",6,60,12,3,21,672,6.47104,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1352,"Bali",4,60,12,3,21,219,6.0879,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1353,"Time's Up!",18,90,12,4,23,3923,7.35715,"No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
1354,"Zaubercocktail",7,30,8,4,21,132,5.64091,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1356,"Hexen Rennen",4,45,7,2,21,182,6.20907,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1358,"Field Command",2,180,10,2,31,147,7.09418,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1362,"Wit's End",6,60,12,2,27,193,4.99637,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1364,"Pillage & Plunder",6,90,0,2,22,63,6.17579,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1367,"Grand National Derby",5,30,10,2,26,79,6.36203,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
1370,"The Classic Dungeon",6,30,6,2,30,356,5.99607,"No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
1371,"Mustangs",4,90,10,2,31,235,6.48128,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
1372,"Rise of the Luftwaffe",8,20,12,2,29,473,7.0705,"Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
1373,"Midway",2,240,12,2,31,148,6.37939,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
1375,"Guadalcanal",2,240,10,2,30,142,6.35176,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
1376,"Don",6,30,10,3,21,1052,6.19367,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1377,"Danger",5,30,8,3,21,103,4.28058,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1378,"Odysseus",6,45,10,3,21,197,5.77157,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1379,"Ebbe & Flut",2,45,10,1,22,457,6.48406,"Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1380,"Jockey",6,45,12,2,49,293,6.3,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
1381,"Pokémon Master Trainer",6,45,7,2,23,746,5.663,"Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No"
1382,"Winner's Circle",6,60,10,2,21,4131,6.96328,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
1387,"Alaska",4,60,12,2,43,307,5.82068,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1390,"Auf Kurs",6,60,12,2,35,104,5.97404,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
1396,"Ben Hur",6,90,10,2,35,66,6.61742,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1397,"Crash Pilot",5,20,6,2,23,98,5.42653,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
1398,"Chicago",4,120,16,2,36,152,5.37566,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1400,"Columbus",5,60,10,2,31,54,5.7,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
1402,"Neolithibum",6,40,10,2,31,154,5.88052,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
1403,"Turn the Tide",5,30,10,3,25,3136,6.81023,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
